Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Negative_Control_1 Spectral Count	PYROXD1_D500N_1 Spectral Count	PYROXD1_N155S_1 Spectral Count	PYROXD1_Q372H_1 Spectral Count	PYROXD1_R132C_1 Spectral Count	PYROXD1_WT_1 Spectral Count	PYROXD1_Y354C_1 Spectral Count	PYROXD1_dE496_1 Spectral Count	Negative_Control_1 Unique Spectral Count	PYROXD1_D500N_1 Unique Spectral Count	PYROXD1_N155S_1 Unique Spectral Count	PYROXD1_Q372H_1 Unique Spectral Count	PYROXD1_R132C_1 Unique Spectral Count	PYROXD1_WT_1 Unique Spectral Count	PYROXD1_Y354C_1 Unique Spectral Count	PYROXD1_dE496_1 Unique Spectral Count	Negative_Control_1 Total Spectral Count	PYROXD1_D500N_1 Total Spectral Count	PYROXD1_N155S_1 Total Spectral Count	PYROXD1_Q372H_1 Total Spectral Count	PYROXD1_R132C_1 Total Spectral Count	PYROXD1_WT_1 Total Spectral Count	PYROXD1_Y354C_1 Total Spectral Count	PYROXD1_dE496_1 Total Spectral Count	Negative_Control_1 Intensity	PYROXD1_D500N_1 Intensity	PYROXD1_N155S_1 Intensity	PYROXD1_Q372H_1 Intensity	PYROXD1_R132C_1 Intensity	PYROXD1_WT_1 Intensity	PYROXD1_Y354C_1 Intensity	PYROXD1_dE496_1 Intensity	Negative_Control_1 MaxLFQ Intensity	PYROXD1_D500N_1 MaxLFQ Intensity	PYROXD1_N155S_1 MaxLFQ Intensity	PYROXD1_Q372H_1 MaxLFQ Intensity	PYROXD1_R132C_1 MaxLFQ Intensity	PYROXD1_WT_1 MaxLFQ Intensity	PYROXD1_Y354C_1 MaxLFQ Intensity	PYROXD1_dE496_1 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9UKE5|TNIK_HUMAN	Q9UKE5	TNIK_HUMAN	TNIK	1360	Homo sapiens	1:Experimental evidence at protein level	TRAF2 and NCK-interacting protein kinase	1.0	0.999	4	8	1	8	0	1	0	4	0	2	0	1	0	0	0	1	0	0	0	0	0	1	0	4	0	2	0	1	957287.7	184353.4	21780.775	433771.38	639487.1	247704.02	245162.08	224970.34	167638.3	123224.39	116197.195	288610.34	0.0	171463.17	150350.34	196282.95	
sp|Q9UKF6|CPSF3_HUMAN	Q9UKF6	CPSF3_HUMAN	CPSF3	684	Homo sapiens	1:Experimental evidence at protein level	Cleavage and polyadenylation specificity factor subunit 3	0.9998	0.999	2	2	2	2	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	15066.591	5368.1377	0.0	16283.207	7613.0435	40488.883	22481.443	27230.926	0.0	0.0	0.0	9962.337	0.0	26381.215	13688.563	17644.393	
sp|Q9UKG1|DP13A_HUMAN	Q9UKG1	DP13A_HUMAN	APPL1	709	Homo sapiens	1:Experimental evidence at protein level	DCC-interacting protein 13-alpha	0.9602	0.999	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12529.926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UKK6|NXT1_HUMAN	Q9UKK6	NXT1_HUMAN	NXT1	140	Homo sapiens	1:Experimental evidence at protein level	NTF2-related export protein 1	0.9607	0.999	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UKK9|NUDT5_HUMAN	Q9UKK9	NUDT5_HUMAN	NUDT5	219	Homo sapiens	1:Experimental evidence at protein level	ADP-sugar pyrophosphatase	1.0	0.999	12	67	67	67	10	2	5	6	3	11	14	16	10	2	5	6	3	11	14	16	10	2	5	6	3	11	14	16	405108.3	116971.52	196478.56	330609.06	87615.62	425738.84	567458.9	663309.8	59967.906	22701.047	40518.047	54558.105	22149.562	65214.406	84553.63	99259.22	
sp|Q9UKL0|RCOR1_HUMAN	Q9UKL0	RCOR1_HUMAN	RCOR1	485	Homo sapiens	1:Experimental evidence at protein level	REST corepressor 1	1.0	0.999	3	5	4	5	2	0	0	0	0	2	0	1	2	0	0	0	0	1	0	1	2	0	0	0	0	2	0	1	58026.855	6856.907	0.0	3737.252	0.0	60057.348	36056.617	71689.15	28688.598	0.0	0.0	0.0	0.0	29049.752	20851.287	34211.703	
sp|Q9UKM9|RALY_HUMAN	Q9UKM9	RALY_HUMAN	RALY	306	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein Raly	1.0	0.999	11	69	58	69	6	11	11	7	11	13	4	6	5	10	9	6	10	11	2	5	6	11	11	7	11	13	4	6	220104.25	306581.12	280891.3	227090.42	310341.9	392321.5	167664.34	217784.83	37514.86	48736.043	47138.562	39914.332	52490.42	61310.51	34135.996	38509.938	
sp|Q9UKN8|TF3C4_HUMAN	Q9UKN8	TF3C4_HUMAN	GTF3C4	822	Homo sapiens	1:Experimental evidence at protein level	General transcription factor 3C polypeptide 4	1.0	0.999	9	26	26	26	2	1	0	2	1	7	6	7	2	1	0	2	1	7	6	7	2	1	0	2	1	7	6	7	99313.74	45551.906	90661.695	91362.08	57133.293	215133.14	104400.96	168538.73	50112.582	31121.6	30505.426	36787.055	32818.496	62421.402	42485.8	59925.85	
sp|Q9UKV3|ACINU_HUMAN	Q9UKV3	ACINU_HUMAN	ACIN1	1341	Homo sapiens	1:Experimental evidence at protein level	Apoptotic chromatin condensation inducer in the nucleus	1.0	0.999	13	65	65	65	7	8	1	7	16	18	2	6	7	8	1	7	16	18	2	6	7	8	1	7	16	18	2	6	320557.25	172752.27	114061.984	199150.86	344133.25	341825.62	195743.6	237744.2	43790.004	28400.295	22195.322	28960.479	48635.785	48113.22	27472.396	33678.64	
sp|Q9UKV5|AMFR_HUMAN	Q9UKV5	AMFR_HUMAN	AMFR	643	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase AMFR	0.9969	0.999	2	2	2	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	13696.394	0.0	9215.492	17062.729	10022.17	20920.072	19850.148	48895.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UKV8|AGO2_HUMAN	Q9UKV8	AGO2_HUMAN	AGO2	859	Homo sapiens	1:Experimental evidence at protein level	Protein argonaute-2	0.9857	0.9981	5	1	1	18	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	2	2	5	2	4	13346.985	0.0	0.0	11380.189	13802.802	21180.314	11467.182	17481.559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UKX7|NUP50_HUMAN	Q9UKX7	NUP50_HUMAN	NUP50	468	Homo sapiens	1:Experimental evidence at protein level	Nuclear pore complex protein Nup50	1.0	0.999	3	4	4	4	1	0	0	0	0	2	0	1	1	0	0	0	0	2	0	1	1	0	0	0	0	2	0	1	47564.082	13909.675	30099.758	16544.918	0.0	64496.58	29637.66	28282.053	17969.252	9023.7295	15545.534	9655.349	0.0	24959.336	19181.814	17106.252	
sp|Q9UKY7|CDV3_HUMAN	Q9UKY7	CDV3_HUMAN	CDV3	258	Homo sapiens	1:Experimental evidence at protein level	Protein CDV3 homolog	1.0	0.999	6	16	16	16	0	0	0	0	0	8	2	6	0	0	0	0	0	8	2	6	0	0	0	0	0	8	2	6	66384.62	0.0	14138.7	45701.41	0.0	183914.47	85624.32	195342.84	27834.893	0.0	0.0	15923.85	0.0	50072.816	27327.787	52416.504	
sp|Q9UKZ1|CNO11_HUMAN	Q9UKZ1	CNO11_HUMAN	CNOT11	510	Homo sapiens	1:Experimental evidence at protein level	CCR4-NOT transcription complex subunit 11	0.9999	0.999	2	2	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	28920.666	0.0	0.0	5052.913	6943.423	35773.004	17678.674	34020.93	16628.484	0.0	0.0	0.0	0.0	20703.611	9964.463	19648.44	
sp|Q9UL15|BAG5_HUMAN	Q9UL15	BAG5_HUMAN	BAG5	447	Homo sapiens	1:Experimental evidence at protein level	BAG family molecular chaperone regulator 5	1.0	0.999	4	4	4	4	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	3	62045.42	0.0	0.0	30685.877	0.0	51536.74	37580.785	69622.1	19256.934	0.0	0.0	15206.147	0.0	22920.436	17252.332	26893.977	
sp|Q9UL25|RAB21_HUMAN	Q9UL25	RAB21_HUMAN	RAB21	225	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-21	1.0	0.999	7	57	57	57	9	1	5	13	0	7	13	9	9	1	5	13	0	7	13	9	9	1	5	13	0	7	13	9	177774.56	42327.02	148744.45	191557.9	18305.438	210830.88	279783.25	281861.2	30601.281	10241.565	25511.844	32054.932	8608.039	38342.02	47873.844	49552.984	
sp|Q9UL33|TPC2L_HUMAN	Q9UL33	TPC2L_HUMAN	TRAPPC2L	140	Homo sapiens	1:Experimental evidence at protein level	Trafficking protein particle complex subunit 2-like protein	0.9601	0.999	1	2	2	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	19149.105	0.0	9167.429	0.0	0.0	0.0	0.0	18397.451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UL42|PNMA2_HUMAN	Q9UL42	PNMA2_HUMAN	PNMA2	364	Homo sapiens	1:Experimental evidence at protein level	Paraneoplastic antigen Ma2	1.0	0.999	4	14	14	14	4	1	0	1	1	3	1	3	4	1	0	1	1	3	1	3	4	1	0	1	1	3	1	3	109538.56	43746.11	369426.56	73074.97	26198.465	371390.97	61902.46	124306.66	82958.78	37869.098	0.0	52446.688	0.0	141403.95	57115.56	73300.95	
sp|Q9UL46|PSME2_HUMAN	Q9UL46	PSME2_HUMAN	PSME2	239	Homo sapiens	1:Experimental evidence at protein level	Proteasome activator complex subunit 2	1.0	0.999	3	14	14	14	3	0	0	3	0	2	3	3	3	0	0	3	0	2	3	3	3	0	0	3	0	2	3	3	72986.26	14639.246	30946.684	53041.4	7226.5767	64583.168	84846.39	90071.56	34210.66	0.0	16342.137	28253.395	0.0	29947.646	39243.918	40303.715	
sp|Q9UL63|MKLN1_HUMAN	Q9UL63	MKLN1_HUMAN	MKLN1	735	Homo sapiens	1:Experimental evidence at protein level	Muskelin	1.0	0.999	7	9	9	9	1	0	0	0	1	5	0	2	1	0	0	0	1	5	0	2	1	0	0	0	1	5	0	2	69311.04	0.0	0.0	4046.883	0.0	91181.78	14275.132	73460.86	32472.293	0.0	0.0	0.0	0.0	36557.43	8624.362	28845.768	
sp|Q9ULC4|MCTS1_HUMAN	Q9ULC4	MCTS1_HUMAN	MCTS1	181	Homo sapiens	1:Experimental evidence at protein level	Malignant T-cell-amplified sequence 1	1.0	0.999	3	14	6	14	2	0	0	1	0	3	4	4	1	0	0	0	0	2	2	1	2	0	0	1	0	3	4	4	85763.07	7796.0264	55257.777	81439.5	8732.971	625122.56	114651.5	94847.45	61629.17	0.0	32467.443	47121.66	0.0	73564.836	62186.547	92821.484	
sp|Q9ULG6|CCPG1_HUMAN	Q9ULG6	CCPG1_HUMAN	CCPG1	757	Homo sapiens	1:Experimental evidence at protein level	Cell cycle progression protein 1	1.0	0.999	3	4	4	4	1	0	0	0	0	3	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	3	0	0	56109.57	8227.809	0.0	7725.3267	0.0	54259.13	15141.213	41565.477	25600.242	0.0	0.0	0.0	0.0	23408.627	0.0	22690.664	
sp|Q9ULK4|MED23_HUMAN	Q9ULK4	MED23_HUMAN	MED23	1368	Homo sapiens	1:Experimental evidence at protein level	Mediator of RNA polymerase II transcription subunit 23	0.9999	0.999	3	3	3	3	1	0	0	0	0	2	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	2	0	0	7431.102	0.0	0.0	0.0	0.0	11934.671	0.0	12784.918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULM6|CNOT6_HUMAN	Q9ULM6	CNOT6_HUMAN	CNOT6	557	Homo sapiens	1:Experimental evidence at protein level	CCR4-NOT transcription complex subunit 6	0.9997	0.999	2	2	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	15307.1875	0.0	0.0	0.0	8944.491	7649.7334	7379.1514	24541.617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULT8|HECD1_HUMAN	Q9ULT8	HECD1_HUMAN	HECTD1	2610	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase HECTD1	1.0	0.999	4	9	9	9	3	0	0	1	0	1	0	4	3	0	0	1	0	1	0	4	3	0	0	1	0	1	0	4	110125.06	68408.586	233431.62	109880.15	39638.086	118941.06	62162.37	63954.656	72718.734	52322.41	0.0	72066.64	0.0	91386.51	51368.027	59232.766	
sp|Q9ULV0|MYO5B_HUMAN	Q9ULV0	MYO5B_HUMAN	MYO5B	1848	Homo sapiens	1:Experimental evidence at protein level	Unconventional myosin-Vb	1.0	0.999	44	248	224	248	43	28	4	45	27	35	38	28	40	25	4	41	24	30	35	25	43	28	4	45	27	35	38	28	1778539.6	1315065.9	691626.75	1860566.8	1287125.0	1486002.1	1608668.0	1179700.5	617521.1	361334.5	194648.84	513490.53	393774.9	555877.6	474644.66	510620.78	
sp|Q9ULV4|COR1C_HUMAN	Q9ULV4	COR1C_HUMAN	CORO1C	474	Homo sapiens	1:Experimental evidence at protein level	Coronin-1C	1.0	0.999	21	128	123	128	27	9	3	18	9	24	17	21	24	9	3	18	9	23	17	20	27	9	3	18	9	24	17	21	1177506.8	309398.7	222798.22	463272.0	326376.7	984929.4	594388.5	1002887.4	144367.53	53818.812	39842.09	84486.07	60523.87	136653.39	99329.445	141597.56	
sp|Q9ULW0|TPX2_HUMAN	Q9ULW0	TPX2_HUMAN	TPX2	747	Homo sapiens	1:Experimental evidence at protein level	Targeting protein for Xklp2	0.9008	0.9973	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	3527.8113	23716.775	9637.89	14635.466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULX3|NOB1_HUMAN	Q9ULX3	NOB1_HUMAN	NOB1	412	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein NOB1	1.0	0.999	7	44	44	44	7	3	0	6	3	10	5	10	7	3	0	6	3	10	5	10	7	3	0	6	3	10	5	10	192065.0	46973.816	36370.156	89205.484	101356.33	196999.64	92997.69	187057.89	66813.78	26245.621	23046.87	36666.582	38709.13	66898.21	41745.066	68540.28	
sp|Q9ULX6|AKP8L_HUMAN	Q9ULX6	AKP8L_HUMAN	AKAP8L	646	Homo sapiens	1:Experimental evidence at protein level	A-kinase anchor protein 8-like	1.0	0.999	8	26	26	26	3	1	0	3	0	8	6	5	3	1	0	3	0	8	6	5	3	1	0	3	0	8	6	5	132773.44	50232.695	48212.08	101380.84	64645.21	224946.08	133045.88	196152.92	27235.777	14821.163	13448.899	19893.514	14639.093	39973.25	27269.691	36876.58	
sp|Q9UM00|TMCO1_HUMAN	Q9UM00	TMCO1_HUMAN	TMCO1	239	Homo sapiens	1:Experimental evidence at protein level	Calcium load-activated calcium channel	1.0	0.999	3	13	13	13	1	0	3	2	0	2	3	2	1	0	3	2	0	2	3	2	1	0	3	2	0	2	3	2	80841.625	11860.024	41454.086	55389.234	0.0	119203.95	107522.79	135598.34	34606.555	0.0	20574.389	28400.652	0.0	52556.28	43884.074	58368.633	
sp|Q9UM47|NOTC3_HUMAN	Q9UM47	NOTC3_HUMAN	NOTCH3	2321	Homo sapiens	1:Experimental evidence at protein level	Neurogenic locus notch homolog protein 3	0.9084	0.9975	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	397703.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UM54|MYO6_HUMAN	Q9UM54	MYO6_HUMAN	MYO6	1294	Homo sapiens	1:Experimental evidence at protein level	Unconventional myosin-VI	1.0	0.999	34	131	131	131	18	5	7	19	5	31	20	26	18	5	7	19	5	31	20	26	18	5	7	19	5	31	20	26	721017.4	179484.78	290291.62	562488.3	143781.84	906720.6	679292.06	961997.75	59296.805	25190.863	29786.674	46432.84	22868.51	67114.18	53430.277	73612.71	
sp|Q9UMS4|PRP19_HUMAN	Q9UMS4	PRP19_HUMAN	PRPF19	504	Homo sapiens	1:Experimental evidence at protein level	Pre-mRNA-processing factor 19	1.0	0.999	19	214	214	214	25	26	18	23	30	35	31	26	25	26	18	23	30	35	31	26	25	26	18	23	30	35	31	26	1398852.8	765256.8	846546.0	1186584.0	1197340.4	1939959.9	1339735.1	1313188.9	129002.695	79664.25	90050.86	108446.86	102352.625	178182.33	118768.93	124493.34	
sp|Q9UMX5|NENF_HUMAN	Q9UMX5	NENF_HUMAN	NENF	172	Homo sapiens	1:Experimental evidence at protein level	Neudesin	0.9942	0.9981	2	3	3	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	13123.123	6006.71	11460.97	11955.204	15451.484	13765.346	17038.389	68055.305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UMY4|SNX12_HUMAN	Q9UMY4	SNX12_HUMAN	SNX12	162	Homo sapiens	1:Experimental evidence at protein level	Sorting nexin-12	0.9999	0.999	2	2	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	12301.03	0.0	0.0	13249.6045	0.0	18176.447	20848.428	41181.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UMZ2|SYNRG_HUMAN	Q9UMZ2	SYNRG_HUMAN	SYNRG	1314	Homo sapiens	1:Experimental evidence at protein level	Synergin gamma	1.0	0.999	4	9	9	9	4	0	0	0	0	2	0	3	4	0	0	0	0	2	0	3	4	0	0	0	0	2	0	3	91289.16	8868.5205	17606.982	23336.248	11366.324	92845.33	48215.883	100478.54	44283.19	0.0	0.0	0.0	0.0	46570.19	0.0	36857.13	
sp|Q9UMZ3|PTPRQ_HUMAN	Q9UMZ3	PTPRQ_HUMAN	PTPRQ	2332	Homo sapiens	1:Experimental evidence at protein level	Phosphatidylinositol phosphatase PTPRQ	0.98	0.9954	2	9	9	9	0	2	1	2	1	2	1	0	0	2	1	2	1	2	1	0	0	2	1	2	1	2	1	0	0.0	137795.11	192315.3	132857.52	49760.176	89494.516	67151.33	81077.59	0.0	82184.27	106210.57	77103.17	0.0	53297.645	38710.164	48297.246	
sp|Q9UN30|SCML1_HUMAN	Q9UN30	SCML1_HUMAN	SCML1	329	Homo sapiens	1:Experimental evidence at protein level	Sex comb on midleg-like protein 1	0.9999	0.999	2	10	10	10	2	0	0	1	0	1	4	2	2	0	0	1	0	1	4	2	2	0	0	1	0	1	4	2	31804.996	4222.448	7857.9297	23136.68	0.0	26535.05	34461.957	40713.652	17810.533	0.0	0.0	13400.41	0.0	15243.893	19835.8	23292.166	
sp|Q9UN37|VPS4A_HUMAN	Q9UN37	VPS4A_HUMAN	VPS4A	437	Homo sapiens	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 4A	0.9957	0.9972	2	2	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	15991.7295	0.0	0.0	7318.376	0.0	9197.021	5010.537	28747.133	9483.236	0.0	0.0	0.0	0.0	0.0	0.0	18224.125	
sp|Q9UN81|LORF1_HUMAN	Q9UN81	LORF1_HUMAN	L1RE1	338	Homo sapiens	1:Experimental evidence at protein level	LINE-1 retrotransposable element ORF1 protein	0.9563	0.9989	1	3	3	3	0	0	2	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	1	0	36281.01	28967.768	23793.898	33956.086	21190.012	54429.824	31797.807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UN86|G3BP2_HUMAN	Q9UN86	G3BP2_HUMAN	G3BP2	482	Homo sapiens	1:Experimental evidence at protein level	Ras GTPase-activating protein-binding protein 2	0.9987	0.999	3	4	4	17	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	2	2	2	2	1	0	2	4	4	20374.56	0.0	19061.22	0.0	0.0	0.0	27569.18	31873.896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UNE7|CHIP_HUMAN	Q9UNE7	CHIP_HUMAN	STUB1	303	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase CHIP	1.0	0.999	18	135	135	135	20	6	11	15	5	26	27	25	20	6	11	15	5	26	27	25	20	6	11	15	5	26	27	25	649095.3	169075.94	257080.2	438140.7	163713.48	808257.9	694552.5	845997.8	77080.7	25678.117	35946.062	51074.008	23961.408	88144.04	77889.484	93557.66	
sp|Q9UNF0|PACN2_HUMAN	Q9UNF0	PACN2_HUMAN	PACSIN2	486	Homo sapiens	1:Experimental evidence at protein level	Protein kinase C and casein kinase substrate in neurons protein 2	1.0	0.999	5	15	15	15	5	0	1	2	0	2	4	1	5	0	1	2	0	2	4	1	5	0	1	2	0	2	4	1	118822.65	21137.98	41529.008	67820.195	0.0	105117.91	130990.82	144069.03	27847.434	6441.6094	18394.387	22060.219	0.0	35870.203	36236.617	38644.02	
sp|Q9UNF1|MAGD2_HUMAN	Q9UNF1	MAGD2_HUMAN	MAGED2	606	Homo sapiens	1:Experimental evidence at protein level	Melanoma-associated antigen D2	1.0	0.999	6	16	9	16	3	0	0	2	0	4	3	4	2	0	0	0	0	2	2	3	3	0	0	2	0	4	3	4	68312.58	0.0	5084.265	20646.105	10264.622	78581.47	49156.12	92186.375	21130.713	0.0	0.0	15971.661	0.0	26765.434	15573.349	33827.996	
sp|Q9UNH7|SNX6_HUMAN	Q9UNH7	SNX6_HUMAN	SNX6	406	Homo sapiens	1:Experimental evidence at protein level	Sorting nexin-6	1.0	0.999	4	17	17	17	5	0	1	2	0	1	6	2	5	0	1	2	0	1	6	2	5	0	1	2	0	1	6	2	74212.86	10539.032	38334.58	48798.375	8035.857	46572.66	78827.164	72437.484	30393.64	0.0	19535.05	22664.227	0.0	25539.58	37458.934	41111.516	
sp|Q9UNL2|SSRG_HUMAN	Q9UNL2	SSRG_HUMAN	SSR3	185	Homo sapiens	1:Experimental evidence at protein level	Translocon-associated protein subunit gamma	0.9999	0.999	2	9	9	9	0	0	0	0	0	3	4	2	0	0	0	0	0	3	4	2	0	0	0	0	0	3	4	2	599601.2	0.0	7116.11	406036.34	349241.47	678833.56	386950.34	111269.91	0.0	0.0	0.0	292934.6	0.0	465943.8	346547.88	188776.05	
sp|Q9UNM6|PSD13_HUMAN	Q9UNM6	PSD13_HUMAN	PSMD13	376	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 13	1.0	0.999	24	205	205	205	38	11	12	23	24	35	25	37	38	11	12	23	24	35	25	37	38	11	12	23	24	35	25	37	2234361.8	398120.56	358325.75	924371.8	812763.5	1926230.1	1165355.2	1901252.2	212132.08	43849.37	40533.16	89648.24	79738.17	184158.58	112332.3	178837.36	
sp|Q9UNN5|FAF1_HUMAN	Q9UNN5	FAF1_HUMAN	FAF1	650	Homo sapiens	1:Experimental evidence at protein level	FAS-associated factor 1	0.9607	0.999	1	3	3	3	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	8724.641	0.0	0.0	10603.198	0.0	21154.646	20812.93	19705.176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UNP9|PPIE_HUMAN	Q9UNP9	PPIE_HUMAN	PPIE	301	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase E	0.9594	0.999	1	3	3	3	0	0	0	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	1	0	20238.25	14612.487	13604.139	17397.236	10321.513	26270.537	19192.334	21215.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UNQ2|DIM1_HUMAN	Q9UNQ2	DIM1_HUMAN	DIMT1	313	Homo sapiens	1:Experimental evidence at protein level	Dimethyladenosine transferase	1.0	0.999	12	43	43	43	9	2	1	3	4	12	3	9	9	2	1	3	4	12	3	9	9	2	1	3	4	12	3	9	297315.97	138860.52	133991.98	190980.38	138386.64	342595.72	224020.62	323752.2	57310.15	30852.283	29605.854	41721.156	41357.742	68040.93	44367.555	59123.785	
sp|Q9UNS2|CSN3_HUMAN	Q9UNS2	CSN3_HUMAN	COPS3	423	Homo sapiens	1:Experimental evidence at protein level	COP9 signalosome complex subunit 3	1.0	0.999	7	23	23	23	5	0	0	2	0	6	4	6	5	0	0	2	0	6	4	6	5	0	0	2	0	6	4	6	172638.55	7305.6064	59494.438	103911.41	0.0	169249.48	176078.06	236327.86	39544.63	0.0	16502.531	24882.49	0.0	41084.684	39597.242	52527.363	
sp|Q9UNW1|MINP1_HUMAN	Q9UNW1	MINP1_HUMAN	MINPP1	487	Homo sapiens	1:Experimental evidence at protein level	Multiple inositol polyphosphate phosphatase 1	0.9999	0.999	2	4	4	4	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	3	9063.032	0.0	0.0	0.0	0.0	13731.195	0.0	30847.504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UNX3|RL26L_HUMAN	Q9UNX3	RL26L_HUMAN	RPL26L1	145	Homo sapiens	1:Experimental evidence at protein level	Ribosomal protein uL24-like	0.9989	0.999	9	7	7	131	2	0	0	1	0	1	1	2	2	0	0	1	0	1	1	2	23	11	12	15	16	20	16	18	30727.904	14395.219	12345.05	19440.299	15620.12	22733.072	19137.273	25958.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UNX4|WDR3_HUMAN	Q9UNX4	WDR3_HUMAN	WDR3	943	Homo sapiens	1:Experimental evidence at protein level	WD repeat-containing protein 3	0.9606	0.999	1	2	2	2	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	18045.941	61331.77	0.0	0.0	36924.375	27977.883	69057.555	60079.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UNZ2|NSF1C_HUMAN	Q9UNZ2	NSF1C_HUMAN	NSFL1C	370	Homo sapiens	1:Experimental evidence at protein level	NSFL1 cofactor p47	1.0	0.999	13	51	51	51	6	0	4	8	0	10	10	13	6	0	4	8	0	10	10	13	6	0	4	8	0	10	10	13	198085.64	18220.121	76232.7	160387.11	0.0	274899.0	279472.56	411481.9	35915.94	9505.24	17880.31	26783.291	0.0	42736.207	40675.74	52944.0	
sp|Q9UPN3|MACF1_HUMAN	Q9UPN3	MACF1_HUMAN	MACF1	7388	Homo sapiens	1:Experimental evidence at protein level	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4/5	1.0	0.999	21	32	27	32	14	0	1	3	2	4	2	6	14	0	1	2	0	4	2	4	14	0	1	3	2	4	2	6	580937.25	435651.84	469066.16	553140.5	324868.7	501950.0	571260.25	420058.53	356897.3	210470.72	316456.75	285244.47	290055.34	364425.2	330961.0	331924.47	
